n_worlds,synthetic_fraction,activity_multiplier,mean_D,ci95_low,ci95_high,ci95_half_width,absolute_difference_from_final_mean
10000,0.1,7.5,-0.006880977382295799,-0.007663706140882118,-0.0060982486237094805,0.0007827287585863188,0.0
10000,0.1,10.0,-0.015141022832618967,-0.01591606810408959,-0.014365977561148345,0.000775045271470622,0.0
10000,0.1,15.0,-0.03004925328609242,-0.030756029461950125,-0.029342477110234712,0.0007067761758577071,0.0
10000,0.15,1.0,0.0002973043618394073,-0.00021799059987029774,0.0008125993235491124,0.000515294961709705,0.0
10000,0.15,2.0,0.0030960926662981104,0.002448397324146696,0.0037437880084495246,0.0006476953421514144,4.336808689942018e-19
10000,0.15,3.0,0.003438456761589527,0.0027063827460334774,0.004170530777145577,0.0007320740155560498,0.0
10000,0.15,5.0,1.9562021924143913e-06,-0.0007845137337145626,0.0007884261380993914,0.000786469935906977,1.1011428314305904e-20
10000,0.15,7.5,-0.0071498446357456825,-0.007919685041392777,-0.0063800042300985885,0.000769840405647094,0.0
10000,0.15,10.0,-0.014278555702800691,-0.014996275962135765,-0.013560835443465617,0.0007177202593350736,0.0
10000,0.15,15.0,-0.025244480450855134,-0.025856689649285104,-0.024632271252425165,0.0006122091984299698,3.469446951953614e-18
10000,0.2,1.0,8.807767007302707e-05,-0.0004880097776163765,0.0006641651177624306,0.0005760874476894035,4.0657581468206416e-20
10000,0.2,2.0,0.003240561394908015,0.002543212220139041,0.003937910569676989,0.0006973491747689738,4.336808689942018e-19
10000,0.2,3.0,0.0037053845469945195,0.002949883528702756,0.0044608855652862826,0.0007555010182917635,0.0
10000,0.2,5.0,-0.0002527392037270446,-0.0010223881037597178,0.0005169096963056285,0.0007696489000326731,0.0
10000,0.2,7.5,-0.006950694515998146,-0.007666271346509835,-0.006235117685486456,0.0007155768305116893,0.0
10000,0.2,10.0,-0.013014118719151264,-0.013667312520128257,-0.012360924918174272,0.0006531938009769932,0.0
10000,0.2,15.0,-0.020649301553754804,-0.021187853225465618,-0.02011074988204399,0.0005385516717108152,3.469446951953614e-18
10000,0.25,1.0,-0.00020914079967635635,-0.0008285457256926494,0.00041026412633993675,0.0006194049260162931,8.131516293641283e-20
10000,0.25,2.0,0.0035536796612527155,0.002827328363806276,0.004280030958699155,0.0007263512974464396,8.673617379884035e-19
10000,0.25,3.0,0.003181019130675793,0.0024203165015948824,0.003941721759756703,0.0007607026290809102,0.0
10000,0.25,5.0,-0.00062155156903862,-0.001359471590858945,0.00011636845278170508,0.000737920021820325,0.0
10000,0.25,7.5,-0.006471454680167031,-0.00714975354447712,-0.005793155815856942,0.0006782988643100891,1.734723475976807e-18
10000,0.25,10.0,-0.010652635611525988,-0.011251335077196221,-0.010053936145855756,0.0005986994656702319,1.734723475976807e-18
10000,0.25,15.0,-0.016414576568156942,-0.01690155062447834,-0.015927602511835545,0.00048697405632139627,0.0
